,Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
0,10.0,2.2262594948258507,0.21906976744186046,2.517436880691379,0.1
1,20.0,0.7343580229337825,0.7148837209302326,2.578555509623359,0.2235294117647059
2,30.0,0.09808056838752686,0.9753488372093024,2.9020942711362654,0.3235294117647059
3,40.0,0.013296110204948012,0.9990697674418605,2.929723170224358,0.40588235294117636
4,50.0,0.005112339507701784,1.0,2.971555609796561,0.4117647058823529
5,60.0,0.0033391186987706857,1.0,2.9797684061761,0.4117647058823529
6,70.0,0.0024453632221665502,1.0,3.004240243575152,0.4117647058823529
7,80.0,0.0018960147680238235,1.0,3.0314142554414034,0.4117647058823529
8,90.0,0.0015625333416369534,1.0,3.042150604023653,0.4117647058823529
9,100.0,0.0013043569964031841,1.0,3.06122332647735,0.4117647058823529
10,110.0,0.0011227787372677825,1.0,3.0780871204301423,0.4117647058823529
11,120.0,0.0009744056435518485,1.0,3.089004656847785,0.4117647058823529
12,130.0,0.0008771740373714951,1.0,3.097240878086464,0.4117647058823529
13,140.0,0.0007752629952837332,1.0,3.100663350610172,0.4117647058823529
14,150.0,0.0007032642808071402,1.0,3.112442018471512,0.4117647058823529
15,160.0,0.0006615487919297328,1.0,3.12070102224163,0.4117647058823529
16,170.0,0.0005906896073688833,1.0,3.1262106811299044,0.4117647058823529
17,180.0,0.0005519672512084015,1.0,3.136006997613346,0.4117647058823529
18,190.0,0.0005207267288089722,1.0,3.148400776993995,0.4117647058823529
19,200.0,0.0004846080513887627,1.0,3.1502247548570814,0.4117647058823529
20,210.0,0.0004433916520702747,1.0,3.1449572563171384,0.4117647058823529
21,220.0,0.0004282121140827505,1.0,3.1527105443617875,0.4117647058823529
22,230.0,0.0003981119348097217,1.0,3.155723248276056,0.4117647058823529
23,240.0,0.00038030269534088833,1.0,3.156941264283424,0.4117647058823529
24,250.0,0.00036130372868027795,1.0,3.1619877562803387,0.4117647058823529
25,260.0,0.0003380439817443374,1.0,3.1647378818661562,0.4117647058823529
26,270.0,0.0003231848487558291,1.0,3.165774804470586,0.4117647058823529
27,280.0,0.000311052263245102,1.0,3.162379868825277,0.4117647058823529
28,290.0,0.00029819998630257544,1.0,3.168223602631513,0.4117647058823529
29,300.0,0.00028571195380632273,1.0,3.1661402038499418,0.4117647058823529
30,310.0,0.00027920405069986983,1.0,3.1726300435907695,0.4117647058823529
31,320.0,0.00026496465816054236,1.0,3.177744108087876,0.4117647058823529
32,330.0,0.000254833975503611,1.0,3.1828142418580896,0.4117647058823529
33,340.0,0.0002455791207247002,1.0,3.1838556158776377,0.4117647058823529
34,350.0,0.000236335133397302,1.0,3.1907981339622946,0.4117647058823529
35,360.0,0.0002246844860934472,1.0,3.193324198442347,0.4117647058823529
36,370.0,0.0002180907522985177,1.0,3.1937074352713184,0.4117647058823529
37,380.0,0.00021618074224900828,1.0,3.1955210395887788,0.4117647058823529
38,390.0,0.0002046073499576066,1.0,3.201698105942969,0.4117647058823529
39,400.0,0.00019819518392400222,1.0,3.2023596155877208,0.4117647058823529
40,410.0,0.0001920456110044967,1.0,3.202792675354901,0.4117647058823529
41,420.0,0.0001889212556587633,1.0,3.2045102848726166,0.4117647058823529
42,430.0,0.00018288198367569794,1.0,3.2045941698784928,0.4117647058823529
43,440.0,0.00017941127451815347,1.0,3.201440985997518,0.4117647058823529
44,450.0,0.00017149710840033005,1.0,3.2058061468834973,0.4117647058823529
45,460.0,0.00016873936320460116,1.0,3.206089936985689,0.4117647058823529
46,470.0,0.00016126817511033642,1.0,3.2083355688581277,0.4117647058823529
47,480.0,0.00016055040581281795,1.0,3.208179428063187,0.4117647058823529
48,490.0,0.00015783169472864434,1.0,3.2049919941846063,0.4117647058823529
49,500.0,0.00015348878017691682,1.0,3.2047038181155343,0.4117647058823529
